unique_id,category,topping,filename_paste,on_disk,sized_well,rotation,inches,scale_factor,inch_variance,min_per,max_per,variant rarity,topping rarity,scatters,serving_size,mass,calories,potassium,vitamin_c,magnesium,vitamin_b5,vitamin_d,vitamin_b7,height,moisture_content,cholesterol,vitamin_a,dietary_fiber,vitamin_b6,sugar,protein,iron,complex_carb,selenium,vitamin_k,vitamin_b12,calories_from_fat,vitamin_e,zinc,saturated_fat,iodine,trans_fat,sodium,monosaturated_fat,calcium,riboflavin,thiamin,folate,added_sugar,chromium,manganese,mark_end
6600,topping-snax,snaprocks,6600-topping-snax-snaprocks,Y,U,360,0.3,0.1,0.1,15,50,uncommon,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6601,topping-snax,snaprocks,6601-topping-snax-snaprocks,Y,U,360,0.25,0.0,0.1,15,50,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6602,topping-snax,snaprocks,6602-topping-snax-snaprocks,Y,U,360,1.25,0.2,0.1,15,50,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6603,topping-snax,snaprocks,6603-topping-snax-snaprocks,Y,U,360,2,0.3,0.1,15,50,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6610,topping-snax,onionrings,6610-topping-snax-onionrings,Y,Y,360,3,0.5,0.25,5,9,common,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6611,topping-snax,onionrings,6611-topping-snax-onionrings,Y,Y,360,3,0.5,0.25,5,9,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6612,topping-snax,onionrings,6612-topping-snax-onionrings,Y,Y,360,3,0.5,0.25,5,9,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6620,topping-snax,starcandies,6620-topping-snax-starcandies,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6621,topping-snax,starcandies,6621-topping-snax-starcandies,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6622,topping-snax,starcandies,6622-topping-snax-starcandies,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6623,topping-snax,starcandies,6623-topping-snax-starcandies,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6624,topping-snax,starcandies,6624-topping-snax-starcandies,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6625,topping-snax,starcandies,6625-topping-snax-starcandies,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6626,topping-snax,starcandies,6626-topping-snax-starcandies,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6627,topping-snax,starcandies,6627-topping-snax-starcandies,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6630,topping-snax,icecream,6630-topping-snax-icecream,Y,U,360,11,1.8,0,1,3,common,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6631,topping-snax,icecream,6631-topping-snax-icecream,Y,U,360,11,1.8,0,1,3,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6632,topping-snax,icecream,6632-topping-snax-icecream,Y,U,360,11,1.8,0,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6640,topping-snax,popcorn,6640-topping-snax-popcorn,Y,U,360,0.1,0.0,,10,40,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6641,topping-snax,popcorn,6641-topping-snax-popcorn,Y,U,360,0.1,0.0,,10,40,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6642,topping-snax,popcorn,6642-topping-snax-popcorn,Y,U,360,0.1,0.0,,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6643,topping-snax,popcorn,6643-topping-snax-popcorn,Y,U,360,0.1,0.0,,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6644,topping-snax,popcorn,6644-topping-snax-popcorn,Y,U,360,0.1,0.0,,10,40,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6650,topping-snax,peanutbutter,6650-topping-snax-peanutbutter,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6651,topping-snax,peanutbutter,6651-topping-snax-peanutbutter,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6652,topping-snax,peanutbutter,6652-topping-snax-peanutbutter,Y,N,360,2.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6653,topping-snax,peanutbutter,6653-topping-snax-peanutbutter,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6654,topping-snax,peanutbutter,6654-topping-snax-peanutbutter,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6655,topping-snax,peanutbutter,6655-topping-snax-peanutbutter,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6656,topping-snax,peanutbutter,6656-topping-snax-peanutbutter,Y,N,360,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6657,topping-snax,peanutbutter,6657-topping-snax-peanutbutter,Y,N,360,2.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6658,topping-snax,peanutbutter,6658-topping-snax-peanutbutter,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6660,topping-snax,dotoru,6660-topping-snax-dotoru,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6661,topping-snax,dotoru,6661-topping-snax-dotoru,Y,N,360,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6662,topping-snax,dotoru,6662-topping-snax-dotoru,Y,N,360,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6663,topping-snax,dotoru,6663-topping-snax-dotoru,Y,N,360,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6664,topping-snax,dotoru,6664-topping-snax-dotoru,Y,N,360,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6665,topping-snax,dotoru,6665-topping-snax-dotoru,Y,N,360,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6670,topping-snax,meltingcookies,6670-topping-snax-meltingcookies,Y,N,360,2,0.3,0.15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6671,topping-snax,meltingcookies,6671-topping-snax-meltingcookies,Y,N,360,2,0.3,0.15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6672,topping-snax,meltingcookies,6672-topping-snax-meltingcookies,Y,N,360,2,0.3,0.15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6673,topping-snax,meltingcookies,6673-topping-snax-meltingcookies,Y,N,360,2,0.3,0.15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6674,topping-snax,meltingcookies,6674-topping-snax-meltingcookies,Y,N,360,2,0.3,0.15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6675,topping-snax,meltingcookies,6675-topping-snax-meltingcookies,Y,N,360,2,0.3,0.15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6680,topping-snax,sweettooth,6680-topping-snax-sweettooth,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6681,topping-snax,sweettooth,6681-topping-snax-sweettooth,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6682,topping-snax,sweettooth,6682-topping-snax-sweettooth,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6683,topping-snax,sweettooth,6683-topping-snax-sweettooth,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6684,topping-snax,sweettooth,6684-topping-snax-sweettooth,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6685,topping-snax,sweettooth,6685-topping-snax-sweettooth,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6690,topping-snax,gumball,6690-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6691,topping-snax,gumball,6691-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6692,topping-snax,gumball,6692-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6693,topping-snax,gumball,6693-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6694,topping-snax,gumball,6694-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6695,topping-snax,gumball,6695-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6696,topping-snax,gumball,6696-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6697,topping-snax,gumball,6697-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6698,topping-snax,gumball,6698-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6699,topping-snax,gumball,6699-topping-snax-gumball,Y,N,360,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6700,topping-snax,waffle,6700-topping-snax-waffle,Y,N,360,6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6710,topping-snax,marshmallow,6710-topping-snax-marshmallow,Y,N,360,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6720,topping-snax,cottoncandy,6720-topping-snax-cottoncandy,Y,N,360,3,0.5,0.15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6721,topping-snax,cottoncandy,6721-topping-snax-cottoncandy,Y,N,360,3.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6722,topping-snax,cottoncandy,6722-topping-snax-cottoncandy,Y,N,360,3.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6730,topping-snax,mongdachips,6730-topping-snax-mongdachips,Y,N,360,2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6731,topping-snax,mongdachips,6731-topping-snax-mongdachips,Y,N,360,2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6732,topping-snax,mongdachips,6732-topping-snax-mongdachips,Y,N,360,2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6733,topping-snax,mongdachips,6733-topping-snax-mongdachips,Y,N,360,2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6734,topping-snax,mongdachips,6734-topping-snax-mongdachips,Y,N,360,2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6735,topping-snax,mongdachips,6735-topping-snax-mongdachips,Y,N,360,2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6740,topping-snax,ramen,6740-topping-snax-ramen,Y,N,360,5.5,0.9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6741,topping-snax,ramen,6741-topping-snax-ramen,Y,N,360,5.5,0.9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6742,topping-snax,ramen,6742-topping-snax-ramen,Y,N,360,5.5,0.9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6743,topping-snax,ramen,6743-topping-snax-ramen,Y,N,360,5.5,0.9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6750,topping-snax,pretzel,6750-topping-snax-pretzel,Y,N,360,6,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6760,topping-snax,bagels,6760-topping-snax-bagels,Y,N,360,5,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6761,topping-snax,bagels,6761-topping-snax-bagels,Y,N,360,5,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6762,topping-snax,bagels,6762-topping-snax-bagels,Y,N,360,5,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6763,topping-snax,bagels,6763-topping-snax-bagels,Y,N,360,5,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6764,topping-snax,bagels,6764-topping-snax-bagels,Y,N,360,5,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6770,topping-snax,donuts,6770-topping-snax-donuts,Y,N,360,4.5,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6771,topping-snax,donuts,6771-topping-snax-donuts,Y,N,360,4.5,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6772,topping-snax,donuts,6772-topping-snax-donuts,Y,N,360,4.5,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6773,topping-snax,donuts,6773-topping-snax-donuts,Y,N,360,4.5,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6774,topping-snax,donuts,6774-topping-snax-donuts,Y,N,360,4.5,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6775,topping-snax,donuts,6775-topping-snax-donuts,Y,N,360,4.5,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6780,topping-snax,gummypizza,6780-topping-snax-gummypizza,Y,N,360,6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6781,topping-snax,gummypizza,6781-topping-snax-gummypizza,Y,N,360,6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6782,topping-snax,gummypizza,6782-topping-snax-gummypizza,Y,N,360,6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6783,topping-snax,gummypizza,6783-topping-snax-gummypizza,Y,N,360,6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6784,topping-snax,gummypizza,6784-topping-snax-gummypizza,Y,N,360,6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6785,topping-snax,gummypizza,6785-topping-snax-gummypizza,Y,N,360,6,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6790,topping-snax,vadapav,6790-topping-snax-vadapav,Y,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6791,topping-snax,vadapav,6791-topping-snax-vadapav,Y,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6792,topping-snax,vadapav,6792-topping-snax-vadapav,Y,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6800,topping-edibleflower,violets,6800-topping-edibleflower-violets,N,N,360,0.75,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6810,topping-edibleflower,dandelions,6810-topping-edibleflower-dandelions,Y,N,360,2,0.3,0.1,3,6,uncommon,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6811,topping-edibleflower,dandelions,6811-topping-edibleflower-dandelions,Y,N,360,2,0.3,0.1,3,6,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6812,topping-edibleflower,dandelions,6812-topping-edibleflower-dandelions,Y,N,360,2,0.3,0.1,3,6,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6820,topping-edibleflower,squashblossom,6820-topping-edibleflower-squashblossom,Y,N,360,0.75,0.1,0,2,8,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6821,topping-edibleflower,squashblossom,6821-topping-edibleflower-squashblossom,Y,N,360,0.75,0.1,0,2,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6822,topping-edibleflower,squashblossom,6822-topping-edibleflower-squashblossom,Y,N,360,0.75,0.1,0,2,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6830,topping-edibleflower,wilddagga,6830-topping-edibleflower-wilddagga,Y,N,360,6,1.0,0,1,3,rare,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6831,topping-edibleflower,wilddagga,6831-topping-edibleflower-wilddagga,Y,N,360,6,1.0,0,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6832,topping-edibleflower,wilddagga,6832-topping-edibleflower-wilddagga,Y,N,360,6,1.0,0,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6840,topping-edibleflower,roses,6840-topping-edibleflower-roses,Y,N,360,1,0.2,0,1,5,uncommon,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6841,topping-edibleflower,roses,6841-topping-edibleflower-roses,Y,N,360,1,0.2,0,1,5,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6842,topping-edibleflower,roses,6842-topping-edibleflower-roses,Y,N,360,1,0.2,0,1,5,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6843,topping-edibleflower,roses,6843-topping-edibleflower-roses,Y,N,360,1,0.2,0,1,5,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6844,topping-edibleflower,roses,6844-topping-edibleflower-roses,Y,N,360,1,0.2,0,1,5,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6845,topping-edibleflower,roses,6845-topping-edibleflower-roses,Y,N,360,1,0.2,0,1,5,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6850,topping-edibleflower,tulip,6850-topping-edibleflower-tulip,Y,N,360,2,0.3,0,1,3,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6851,topping-edibleflower,tulip,6851-topping-edibleflower-tulip,Y,N,360,2,0.3,0,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6852,topping-edibleflower,tulip,6852-topping-edibleflower-tulip,Y,N,360,2,0.3,0,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6853,topping-edibleflower,tulip,6853-topping-edibleflower-tulip,Y,N,360,2,0.3,0,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6854,topping-edibleflower,tulip,6854-topping-edibleflower-tulip,Y,N,360,2,0.3,0,1,3,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6855,topping-edibleflower,tulip,6855-topping-edibleflower-tulip,Y,N,360,2,0.3,0,1,3,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6860,topping-edibleflower,camellia,6860-topping-edibleflower-camellia,Y,N,360,1,0.2,0.1,1,6,rare,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6861,topping-edibleflower,camellia,6861-topping-edibleflower-camellia,Y,N,360,1,0.2,0.1,1,6,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6862,topping-edibleflower,camellia,6862-topping-edibleflower-camellia,Y,N,360,1,0.2,0.1,1,6,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6863,topping-edibleflower,camellia,6863-topping-edibleflower-camellia,Y,N,360,1,0.2,0.1,1,6,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6864,topping-edibleflower,camellia,6864-topping-edibleflower-camellia,Y,N,360,1,0.2,0.1,1,6,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6865,topping-edibleflower,camellia,6865-topping-edibleflower-camellia,Y,N,360,1,0.2,0.1,1,6,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6870,topping-edibleflower,rosepetals,6870-topping-edibleflower-rosepetals,Y,N,360,0.5,0.1,0.1,1,20,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6871,topping-edibleflower,rosepetals,6871-topping-edibleflower-rosepetals,Y,N,360,0.5,0.1,0.1,1,20,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6900,topping-crypto,laszlo,6900-topping-crypto-laszlo,Y,N,360,6,1.0,0.1,2,4,epic,Grail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6901,topping-crypto,laszlo,6901-topping-crypto-laszlo,Y,N,360,6,1.0,0.1,2,4,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6902,topping-crypto,laszlo,6902-topping-crypto-laszlo,Y,N,360,6,1.0,0.1,2,4,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6903,topping-crypto,laszlo,6903-topping-crypto-laszlo,Y,N,360,6,1.0,,2,4,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6904,topping-crypto,laszlo,6904-topping-crypto-laszlo,Y,N,360,6,1.0,,2,4,Grail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6910,topping-crypto,books,6910-topping-crypto-books,Y,N,360,4,0.7,0,1,3,epic,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6911,topping-crypto,books,6911-topping-crypto-books,Y,N,360,4,0.7,0,1,3,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6912,topping-crypto,books,6912-topping-crypto-books,Y,N,360,4,0.7,0,1,3,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6920,topping-crypto,lasereyes,6920-topping-crypto-lasereyes,Y,N,360,3,0.5,0,1,3,epic,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6921,topping-crypto,lasereyes,6921-topping-crypto-lasereyes,Y,N,360,3,0.5,0,1,3,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6922,topping-crypto,lasereyes,6922-topping-crypto-lasereyes,Y,N,360,3,0.5,0,1,3,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6923,topping-crypto,lasereyes,6923-topping-crypto-lasereyes,Y,N,360,3,0.5,0,1,3,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6930,topping-crypto,,6930-topping-crypto-,N,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6940,topping-crypto,,6940-topping-crypto-,N,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6950,topping-crypto,,6950-topping-crypto-,N,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6960,topping-crypto,,6960-topping-crypto-,N,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6970,topping-crypto,,6970-topping-crypto-,N,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6980,topping-crypto,,6980-topping-crypto-,N,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
6990,topping-crypto,,6990-topping-crypto-,N,N,360,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
7000,topping-misc,banhmi,7000-topping-misc-banhmi,Y,U,30,8,1.3,0.1,1,3,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
7001,topping-misc,banhmi,7001-topping-misc-banhmi,Y,U,30,8,1.3,0.1,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
7002,topping-misc,banhmi,7002-topping-misc-banhmi,Y,U,30,8,1.3,0.1,1,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
7010,topping-misc,supernaturalpoodle,7010-topping-misc-supernaturalpoodle,Y,U,60,5,0.8,0.1,3,12,uncommon,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
7011,topping-misc,supernaturalpoodle,7011-topping-misc-supernaturalpoodle,Y,U,60,5,0.8,0.1,3,12,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
