unique_id,category,topping,filename_paste,on_disk,img_size,inches,scale_factor,inch_variance,min_per,max_per,variant rarity,topping rarity,scatters,description,mark_end
5291,topping-pepper,greenpepper,5291-topping-pepper-greenpepper,Y,#N/A,4,0.6666666667,0,1,1,Epic,Epic,,,.
5292,topping-pepper,greenpepper,5292-topping-pepper-greenpepper,Y,#N/A,4,0.6666666667,0,1,1,Rare,Rare,,,.
5293,topping-pepper,greenpepper,5293-topping-pepper-greenpepper,Y,#N/A,6.5,1.083333333,0,1,1,Rare,Rare,,,.
5294,topping-pepper,greenpepper,5294-topping-pepper-greenpepper,Y,#N/A,6.5,1.083333333,0,1,1,Rare,Rare,,,.
5300,topping-pepper,aleppo,5300-topping-pepper-aleppo,Y,1023x1023,4,0.6666666667,0,2,4,Grail,Grail,,,.
5400,topping-fungi,mushrooms,5400-topping-fungi-mushrooms,Y,#N/A,1.5,0.25,0.1,3,12,common,common,,The secret to the excellent flavor of our rare mushrooms is that they are grown in the shit of famous occultist Aliester Crowley. - DS,.
5410,topping-fungi,blacktruffle,5410-topping-fungi-blacktruffle,Y,#N/A,3,0.5,0.1,3,15,rare,rare,,,.
5420,topping-fungi,magicmushroom,5420-topping-fungi-magicmushroom,Y,2118x2118,4,0.6666666667,0.2,1,5,epic,uncommon,,Mind warping Mycelium for a magical pizza experience. - DS,.
5421,topping-fungi,magicmushroom,5421-topping-fungi-magicmushroom,Y,#N/A,?,#VALUE!,,,,,,,Mind warping Mycelium for a magical pizza experience. - DS,.
5422,topping-fungi,magicmushroom,5422-topping-fungi-magicmushroom,Y,#N/A,?,#VALUE!,,,,,,,Mind warping Mycelium for a magical pizza experience. - DS,.
5440,topping-fungi,porcini,5440-topping-fungi-porcini,Y,#N/A,4,0.6666666667,0.1,0,3,common,common,,,.
5441,topping-fungi,porcini,5441-topping-fungi-porcini,Y,#N/A,4,0.6666666667,0.1,0,3,Uncommon,common,,,.
5450,topping-fungi,whitetruffle,5450-topping-fungi-whitetruffle,Y,1025x1025,3,0.5,0.2,3,9,common,common,,Pigs are used to search for Black Truffle... but what happens when the Truffle becomes the pig!,.
5451,topping-fungi,whitetruffle,5451-topping-fungi-whitetruffle,Y,1025x1025,3,0.5,0.2,3,9,common,common,,Pigs are used to search for Black Truffle... but what happens when the Truffle becomes the pig!,.
5452,topping-fungi,whitetruffle,5452-topping-fungi-whitetruffle,Y,1025x1025,3,0.5,0.1,0,3,uncommon,rare,,Pigs are used to search for Black Truffle... but what happens when the Truffle becomes the pig!,.
5460,topping-fungi,psilocybin,5460-topping-fungi-psilocybin,Y,#N/A,?,#VALUE!,,,,,,,Pigs are used to search for Black Truffle... but what happens when the Truffle becomes the pig!,.
5461,topping-fungi,psilocybin,5461-topping-fungi-psilocybin,Y,#N/A,?,#VALUE!,,,,,,,Pigs are used to search for Black Truffle... but what happens when the Truffle becomes the pig!,.
5470,topping-fungi,morel,5470-topping-fungi-morel,Y,#N/A,4,0.6666666667,0.2,3,12,common,common,,,.
5480,topping-fungi,amanita,5480-topping-fungi-amanita,Y,#N/A,3,0.5,0.1,0,3,rare,rare,,,.
5481,topping-fungi,amanita,5481-topping-fungi-amanita,Y,#N/A,5,0.8333333333,0.1,1,3,common,common,,,.
5500,topping-nut,pistachios,5500-topping-nut-pistachios,Y,#N/A,1,0.1666666667,0.1,3,16,common,uncommon,,,.
5501,topping-nut,pistachios,5501-topping-nut-pistachios,Y,#N/A,0.75,0.125,0.1,3,16,Uncommon,uncommon,,,.
5510,topping-nut,pinenuts,5510-topping-nut-pinenuts,Y,#N/A,0.25,0.04166666667,0.2,10,20,Common,uncommon,,Freshly picked off the pine,.
5520,topping-nut,peanuts,5520-topping-nut-peanuts,Y,502x512,2,0.3333333333,0.1,0,5,Common,rare,,Filled with protein and regret (RIP Mr. Peanut),.
5521,topping-nut,peanuts,5521-topping-nut-peanuts,Y,502x512,2,0.3333333333,0.1,0,5,Common,rare,,Filled with protein and regret (RIP Mr. Peanut),.
5522,topping-nut,peanuts,5522-topping-nut-peanuts,Y,502x512,2,0.3333333333,0.1,0,5,common,rare,,Filled with protein and regret (RIP Mr. Peanut),.
5600,topping-vegetable,yuca,5600-topping-vegetable-yuca,Y,#N/A,2,0.3333333333,0.2,0,5,common,uncommon,,,.
5601,topping-vegetable,yuca,5601-topping-vegetable-yuca,Y,#N/A,2,0.3333333333,0.2,0,5,common,uncommon,,,.
5602,topping-vegetable,yuca,5602-topping-vegetable-yuca,Y,#N/A,2,0.3333333333,0.2,0,5,common,uncommon,,,.
5610,topping-vegetable,vegansausage,5610-topping-vegetable-vegansausage,Y,#N/A,6,1,0.1,1,3,Common,Epic,,Did I tell you I'm vegan?,.
5611,topping-vegetable,vegansausage,5611-topping-vegetable-vegansausage,Y,#N/A,6,1,0.1,1,3,Uncommon,Epic,,Did I tell you I'm vegan?,.
5612,topping-vegetable,vegansausage,5612-topping-vegetable-vegansausage,Y,#N/A,6,1,0.1,1,3,Rare,Epic,,Did I tell you I'm vegan?,.
5613,topping-vegetable,vegansausage,5613-topping-vegetable-vegansausage,Y,#N/A,6,1,0.1,1,3,Epic,Epic,,Did I tell you I'm vegan?,.
5614,topping-vegetable,vegansausage,5614-topping-vegetable-vegansausage,Y,#N/A,6,1,0.1,1,3,Grail,Epic,,Did I tell you I'm vegan?,.
5620,topping-vegetable,cactus,5620-topping-vegetable-cactus,Y,#N/A,4,0.6666666667,0,3,6,Common,Epic,,Roasted Prickly Pear Cactus with a slight taste of salt,.
5621,topping-vegetable,cactus,5621-topping-vegetable-cactus,Y,#N/A,4,0.6666666667,0,3,6,Uncommon,Epic,,Roasted Prickly Pear Cactus with a slight taste of salt,.
5622,topping-vegetable,cactus,5622-topping-vegetable-cactus,Y,#N/A,4,0.6666666667,0,3,6,Rare,Epic,,Roasted Prickly Pear Cactus with a slight taste of salt,.
5623,topping-vegetable,cactus,5623-topping-vegetable-cactus,Y,#N/A,4,0.6666666667,0,3,6,Epic,Epic,,Roasted Prickly Pear Cactus with a slight taste of salt,.
5624,topping-vegetable,cactus,5624-topping-vegetable-cactus,Y,#N/A,4,0.6666666667,0,3,6,Grail,Epic,,Roasted Prickly Pear Cactus with a slight taste of salt,.
5640,topping-vegetable,edamame,5640-topping-vegetable-edamame,Y,#N/A,3,0.5,0.1,4,8,Epic,Grail,,,.
5641,topping-vegetable,edamame,5641-topping-vegetable-edamame,Y,#N/A,3,0.5,0.1,4,8,Grail,Grail ,,,.
5650,topping-vegetable,tofu,5650-topping-vegetable-tofu,Y,#N/A,6,1,0,1,1,Common,Rare,,,.
5651,topping-vegetable,tofu,5651-topping-vegetable-tofu,Y,#N/A,6,1,0,1,1,Rare,Rare,,,.
5652,topping-vegetable,tofu,5652-topping-vegetable-tofu,Y,#N/A,10,1.666666667,0,1,1,Grail,Rare,,,.
5660,topping-vegetable,spinach,5660-topping-vegetable-spinach,Y,#N/A,2,0.3333333333,3,4,8,Common,Common,,Infinite popeye power pizzazz,.
5670,topping-vegetable,pickles,5670-topping-vegetable-pickles,Y,#N/A,1.5,0.25,0.2,4,8,Common,Rare,,Summer,.
5671,topping-vegetable,pickles,5671-topping-vegetable-pickles,Y,#N/A,1.5,0.25,0.2,4,8,Uncommon,,,Summer,.
5672,topping-vegetable,pickles,5672-topping-vegetable-pickles,Y,#N/A,5,0.8333333333,0.2,2,4,Rare,,,Summer,.
5673,topping-vegetable,pickles,5673-topping-vegetable-pickles,Y,#N/A,5,0.8333333333,0.2,2,4,Epic,,,Summer,.
5680,topping-vegetable,bamboo,5680-topping-vegetable-bamboo,Y,#N/A,3,0.5,0.3,2,6,Uncommon,Common,,"Folks all over the world love our special bamboo topping, and we know that you will bamtoo. - DS",.
5681,topping-vegetable,bamboo,5681-topping-vegetable-bamboo,Y,#N/A,3,0.5,0.3,2,6,Common,,,"Folks all over the world love our special bamboo topping, and we know that you will bamtoo. - DS",.
5682,topping-vegetable,bamboo,5682-topping-vegetable-bamboo,Y,#N/A,3,0.5,0.3,2,6,Common,,,"Folks all over the world love our special bamboo topping, and we know that you will bamtoo. - DS",.
5683,topping-vegetable,bamboo,5683-topping-vegetable-bamboo,Y,#N/A,3,0.5,0.3,2,6,Rare,,,"Folks all over the world love our special bamboo topping, and we know that you will bamtoo. - DS",.
5684,topping-vegetable,bamboo,5684-topping-vegetable-bamboo,Y,#N/A,3,0.5,0.3,2,6,Epic,,,"Folks all over the world love our special bamboo topping, and we know that you will bamtoo. - DS",.
5690,topping-vegetable,redonion,5690-topping-vegetable-redonion,Y,#N/A,6,1,0,1,1,Rare,Common,,These rare onions have embraced the teachings of Karl Marx and Dialectical Materialism. - DS,.
5691,topping-vegetable,redonion,5691-topping-vegetable-redonion,Y,#N/A,1,0.1666666667,0.1,1,18,Common,,,These rare onions have embraced the teachings of Karl Marx and Dialectical Materialism. - DS,.
5700,topping-vegetable,shadowplant,5700-topping-vegetable-shadowplant,Y,#N/A,5,0.8333333333,0.1,1,1,Rare,Rare,,,.
5701,topping-vegetable,shadowplant,5701-topping-vegetable-shadowplant,Y,#N/A,5,0.8333333333,0.1,1,1,Rare,,,,.
5702,topping-vegetable,shadowplant,5702-topping-vegetable-shadowplant,Y,#N/A,5,0.8333333333,0.1,1,1,Rare,,,,.
5703,topping-vegetable,shadowplant,5703-topping-vegetable-shadowplant,Y,#N/A,5,0.8333333333,0.1,1,1,Rare,,,,.
5704,topping-vegetable,shadowplant,5704-topping-vegetable-shadowplant,Y,#N/A,5,0.8333333333,0.1,1,1,Rare,,,,.
5705,topping-vegetable,shadowplant,5705-topping-vegetable-shadowplant,Y,#N/A,5,0.8333333333,1,1,1,Rare,,,,.
5710,topping-vegetable,sweetpotato,5710-topping-vegetable-sweetpotato,Y,#N/A,6,1,0,1,1,Common,Epic,,The sweet potatoes are rebels and are sick of not being taken seriously!,.
5711,topping-vegetable,sweetpotato,5711-topping-vegetable-sweetpotato,Y,#N/A,6,1,0,1,1,Common,,,The sweet potatoes are rebels and are sick of not being taken seriously!,.
5712,topping-vegetable,sweetpotato,5712-topping-vegetable-sweetpotato,Y,#N/A,6,1,0,1,1,Uncommon,,,The sweet potatoes are rebels and are sick of not being taken seriously!,.
5713,topping-vegetable,sweetpotato,5713-topping-vegetable-sweetpotato,Y,#N/A,6,1,0,1,1,Rare,,,The sweet potatoes are rebels and are sick of not being taken seriously!,.
5714,topping-vegetable,sweetpotato,5714-topping-vegetable-sweetpotato,Y,#N/A,6,1,0,1,1,Epic,,,The sweet potatoes are rebels and are sick of not being taken seriously!,.
5715,topping-vegetable,sweetpotato,5715-topping-vegetable-sweetpotato,Y,#N/A,6,1,0,1,1,Epic,,,The sweet potatoes are rebels and are sick of not being taken seriously!,.
5720,topping-vegetable,arugula,5720-topping-vegetable-arugula,Y,#N/A,2.5,0.4166666667,0.1,1,4,Epic,Epic,,Peppper flavored lettuce,.
5722,topping-vegetable,arugula,5722-topping-vegetable-arugula,Y,#N/A,2.5,0.4166666667,0.1,1,4,Epic,,,Peppper flavored lettuce,.
5730,topping-vegetable,broccolini,5730-topping-vegetable-broccolini,Y,#N/A,3.5,0.5833333333,0.1,3,6,Uncommon,Common,,,.
5731,topping-vegetable,broccolini,5731-topping-vegetable-broccolini,Y,#N/A,3.5,0.5833333333,0.1,3,6,Common,,,,.
5732,topping-vegetable,broccolini,5732-topping-vegetable-broccolini,Y,#N/A,3.5,0.5833333333,0.1,3,6,Rare,,,,.
5733,topping-vegetable,broccolini,5733-topping-vegetable-broccolini,Y,#N/A,3.5,0.5833333333,0.1,3,6,Rare,,,,.
5734,topping-vegetable,broccolini,5734-topping-vegetable-broccolini,Y,#N/A,3.5,0.5833333333,0.1,3,6,Epic,,,,.
5735,topping-vegetable,broccolini,5735-topping-vegetable-broccolini,Y,#N/A,3.5,0.5833333333,0.1,3,6,Epic,,,,.
5740,topping-vegetable,corn,5740-topping-vegetable-corn,Y,#N/A,6,1,0,1,1,Rare,Rare,,"Hi, my name is corny!",.
5741,topping-vegetable,corn,5741-topping-vegetable-corn,Y,#N/A,6,1,0,1,1,Rare,,,"Hi, my name is corny!",.
5742,topping-vegetable,corn,5742-topping-vegetable-corn,Y,#N/A,6,1,0,1,1,Rare,,,"Hi, my name is corny!",.
5750,topping-vegetable,artichokehearts,5750-topping-vegetable-artichokehearts,Y,#N/A,2.5,0.4166666667,0,1,3,Rare,Rare,,,.
5751,topping-vegetable,artichokehearts,5751-topping-vegetable-artichokehearts,Y,#N/A,2.5,0.4166666667,0,1,3,Rare,,,,.
5752,topping-vegetable,artichokehearts,5752-topping-vegetable-artichokehearts,Y,#N/A,2.5,0.4166666667,0,1,3,Rare,,,,.
5753,topping-vegetable,artichokehearts,5753-topping-vegetable-artichokehearts,Y,#N/A,2.5,0.4166666667,0,1,3,Rare,,,,.
5754,topping-vegetable,artichokehearts,5754-topping-vegetable-artichokehearts,Y,#N/A,2.5,0.4166666667,0,1,3,Rare,,,,.
5755,topping-vegetable,artichokehearts,5755-topping-vegetable-artichokehearts,Y,#N/A,2.5,0.4166666667,0,1,3,Rare,,,,.
5760,topping-vegetable,asparagus,5760-topping-vegetable-asparagus,Y,#N/A,4,0.6666666667,0,8,16,Uncommon,Uncommon,,Your pee is gonna smell weird,.
5761,topping-vegetable,asparagus,5761-topping-vegetable-asparagus,Y,#N/A,4,0.6666666667,0,1,3,Rare,,,Your pee is gonna smell weird,.
5770,topping-vegetable,pickledbeets,5770-topping-vegetable-pickledbeets,Y,2048x1564,4,0.6666666667,0.1,1,3,Rare,Rare,,Probiotic filled beets,.
5771,topping-vegetable,pickledbeets,5771-topping-vegetable-pickledbeets,Y,2048x1564,4,0.6666666667,0.1,1,3,Rare,,,Probiotic filled beets,.
5772,topping-vegetable,pickledbeets,5772-topping-vegetable-pickledbeets,Y,2048x1564,4,0.6666666667,0.1,1,3,Rare,,,Probiotic filled beets,.
5773,topping-vegetable,pickledbeets,5773-topping-vegetable-pickledbeets,Y,2048x1564,4,0.6666666667,0.1,1,3,Epic,,,Probiotic filled beets,.
5774,topping-vegetable,pickledbeets,5774-topping-vegetable-pickledbeets,Y,2048x1564,4,0.6666666667,0.1,1,3,Epic,,,Probiotic filled beets,.
5780,topping-vegetable,peas,5780-topping-vegetable-peas,Y,1000x1000,0.75,0.125,0.3,10,20,Rare,Rare,,I'm very smol,.
5781,topping-vegetable,peas,5781-topping-vegetable-peas,Y,1000x1000,0.75,0.125,0.3,10,20,Rare,,,I'm very smol,.
5790,topping-vegetable,magicbeans,5790-topping-vegetable-magicbeans,Y,#N/A,0.75,0.125,0.2,10,16,Epic,Epic,,,.
5791,topping-vegetable,magicbeans,5791-topping-vegetable-magicbeans,Y,#N/A,0.75,0.125,0.2,10,16,Epic,,,,.
5792,topping-vegetable,magicbeans,5792-topping-vegetable-magicbeans,Y,#N/A,0.75,0.125,0.2,10,16,Epic,,,,.
5793,topping-vegetable,magicbeans,5793-topping-vegetable-magicbeans,Y,#N/A,0.75,0.125,0.2,10,16,Epic,,,,.
5794,topping-vegetable,magicbeans,5794-topping-vegetable-magicbeans,Y,#N/A,0.75,0.125,0.2,10,16,Epic,,,,.
5795,topping-vegetable,magicbeans,5795-topping-vegetable-magicbeans,Y,#N/A,0.75,0.125,0.2,10,16,Epic,,,,.
5796,topping-vegetable,magicbeans,5796-topping-vegetable-magicbeans,Y,#N/A,0.75,0.125,0.2,10,16,Epic,,,,.
5800,topping-vegetable,choppedolive,5800-topping-vegetable-choppedolive,Y,200x200,0.5,0.08333333333,0.1,6,12,Common,Common,,,.
5801,topping-vegetable,choppedolive,5801-topping-vegetable-choppedolive,Y,200x200,0.5,0.08333333333,0.1,6,12,Uncommon,,,,.
5802,topping-vegetable,choppedolive,5802-topping-vegetable-choppedolive,Y,200x200,0.5,0.08333333333,0.1,6,12,Rare,,,,.
5810,topping-vegetable,,5810-topping-vegetable-,N,#N/A,3.5,0.5833333333,,,,,,,,.
5820,topping-vegetable,chives,5820-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,Epic,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5821,topping-vegetable,chives,5821-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5822,topping-vegetable,chives,5822-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5823,topping-vegetable,chives,5823-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5824,topping-vegetable,chives,5824-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5825,topping-vegetable,chives,5825-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5826,topping-vegetable,chives,5826-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5827,topping-vegetable,chives,5827-topping-vegetable-chives,Y,480x640,2,0.3333333333,0.1,1,1,Rare,,,Chives were originally cultivated and used in China nearly 5000 years ago. - DS,.
5830,topping-vegetable,swisschard,5830-topping-vegetable-swisschard,Y,480x640,4,0.6666666667,0,2,4,Rare,Epic,,Even in the social democracies of Northern Europe life can be chard. Relax and have some pizza with this delicious and rare topping. - DS,.
5831,topping-vegetable,swisschard,5831-topping-vegetable-swisschard,Y,480x640,4,0.6666666667,0,2,4,Rare,,,Even in the social democracies of Northern Europe life can be chard. Relax and have some pizza with this delicious and rare topping. - DS,.
5832,topping-vegetable,swisschard,5832-topping-vegetable-swisschard,Y,480x640,4,0.6666666667,0,2,4,Rare,,,Even in the social democracies of Northern Europe life can be chard. Relax and have some pizza with this delicious and rare topping. - DS,.
5833,topping-vegetable,swisschard,5833-topping-vegetable-swisschard,Y,480x640,4,0.6666666667,0,2,4,Rare,,,Even in the social democracies of Northern Europe life can be chard. Relax and have some pizza with this delicious and rare topping. - DS,.
5834,topping-vegetable,swisschard,5834-topping-vegetable-swisschard,Y,480x640,2,0.3333333333,0,2,4,Rare,,,Even in the social democracies of Northern Europe life can be chard. Relax and have some pizza with this delicious and rare topping. - DS,.
5835,topping-vegetable,swisschard,5835-topping-vegetable-swisschard,Y,480x640,4,0.6666666667,0,2,4,Rare,,,Even in the social democracies of Northern Europe life can be chard. Relax and have some pizza with this delicious and rare topping. - DS,.
5837,topping-vegetable,swisschard,5837-topping-vegetable-swisschard,Y,480x640,4,0.6666666667,0,2,4,Rare,,,Even in the social democracies of Northern Europe life can be chard. Relax and have some pizza with this delicious and rare topping. - DS,.
5840,topping-vegetable,kale,5840-topping-vegetable-kale,Y,1024x1042,5,0.8333333333,0,2,4,Rare,Rare,,I'm still good.,.
5841,topping-vegetable,kale,5841-topping-vegetable-kale,Y,1029x1029,5,0.8333333333,0,2,4,Rare,,,I'm still good.,.
5842,topping-vegetable,kale,5842-topping-vegetable-kale,Y,#N/A,5,0.8333333333,0,2,4,Rare,,,I'm still good.,.
5843,topping-vegetable,kale,5843-topping-vegetable-kale,Y,#N/A,5,0.8333333333,0,2,4,Rare,,,I'm still good.,.
5844,topping-vegetable,kale,5844-topping-vegetable-kale,Y,#N/A,5,0.8333333333,0,2,4,Rare,,,I'm still good.,.
5850,topping-vegetable,seitan,5850-topping-vegetable-seitan,Y,#N/A,2,0.3333333333,0,1,1,Rare,Rare,,,.
5851,topping-vegetable,seitan,5851-topping-vegetable-seitan,Y,#N/A,3,0.5,0,1,1,Rare,,,,.
5860,topping-vegetable,cauliflower,5860-topping-vegetable-cauliflower,Y,#N/A,4.5,0.75,0.1,3,6,Common,Common,,,.
5861,topping-vegetable,cauliflower,5861-topping-vegetable-cauliflower,Y,#N/A,4.5,0.75,0.1,3,6,Common,,,,.
5862,topping-vegetable,cauliflower,5862-topping-vegetable-cauliflower,Y,#N/A,4.5,0.75,0.1,3,6,Common,,,,.
5863,topping-vegetable,cauliflower,5863-topping-vegetable-cauliflower,Y,#N/A,4.5,0.75,0.1,3,6,Common,,,,.
5864,topping-vegetable,cauliflower,5864-topping-vegetable-cauliflower,Y,#N/A,4.5,0.75,0.1,3,6,Rare,,,,.
5865,topping-vegetable,cauliflower,5865-topping-vegetable-cauliflower,Y,#N/A,4.5,0.75,0.1,3,6,Epic,,,,.
5870,topping-vegetable,potatochips,5870-topping-vegetable-potatochips,Y,#N/A,3.5,0.5833333333,0,1,3,Rare,Rare,,,.
5871,topping-vegetable,potatochips,5871-topping-vegetable-potatochips,Y,#N/A,3.5,0.5833333333,0,1,3,Rare,,,,.
5872,topping-vegetable,potatochips,5872-topping-vegetable-potatochips,Y,#N/A,3.5,0.5833333333,0,1,3,Epic,,,,.
5873,topping-vegetable,potatochips,5873-topping-vegetable-potatochips,Y,#N/A,3.5,0.5833333333,0,1,3,Rare,,,,.
5874,topping-vegetable,potatochips,5874-topping-vegetable-potatochips,Y,#N/A,3.5,0.5833333333,0,1,3,Rare,,,,.
5875,topping-vegetable,potatochips,5875-topping-vegetable-potatochips,Y,#N/A,3.5,0.5833333333,0,1,3,Rare,,,,.
5876,topping-vegetable,potatochips,5876-topping-vegetable-potatochips,Y,#N/A,3.5,0.5833333333,0,1,3,Rare,,,,.
5880,topping-vegetable,garlic,5880-topping-vegetable-garlic,Y,960x960,1,0.1666666667,0.1,10,18,Common,Common,,,.
5881,topping-vegetable,garlic,5881-topping-vegetable-garlic,Y,960x960,1,0.1666666667,0.1,8,16,Common,,,,.
5882,topping-vegetable,garlic,5882-topping-vegetable-garlic,Y,960x960,5,0.8333333333,0.1,1,3,Rare,,,,.
5890,topping-vegetable,broccoli,5890-topping-vegetable-broccoli,Y,#N/A,3.5,0.5833333333,0,2,4,Common,Common,,,.
5891,topping-vegetable,broccoli,5891-topping-vegetable-broccoli,Y,#N/A,3.5,0.5833333333,0,2,4,Common,,,,.
5892,topping-vegetable,broccoli,5892-topping-vegetable-broccoli,Y,#N/A,3.5,0.5833333333,0,2,4,Common,,,,.
5900,topping-vegetable,kimchi,5900-topping-vegetable-kimchi,Y,2048x2048,2.5,0.4166666667,0.1,4,8,Rare,Rare,,,.
5901,topping-vegetable,kimchi,5901-topping-vegetable-kimchi,Y,2048x2048,2.5,0.4166666667,0.1,4,8,Rare,,,,.
5902,topping-vegetable,kimchi,5902-topping-vegetable-kimchi,Y,2048x2048,2.5,0.4166666667,0.1,4,8,Epic,,,,.
5910,topping-vegetable,zucchini,5910-topping-vegetable-zucchini,Y,1707x1707,1.5,0.25,0.1,8,16,Common,Common,,,.
5911,topping-vegetable,zucchini,5911-topping-vegetable-zucchini,Y,1707x1707,6,1,0.2,1,3,Epic,,,,.
5912,topping-vegetable,zucchini,5912-topping-vegetable-zucchini,Y,1707x1707,6,1,0.2,1,3,Epic,,,,.
5920,topping-vegetable,whiteonion,5920-topping-vegetable-whiteonion,Y,#N/A,1.5,0.25,0.1,1,3,Common,Common,,,.
5921,topping-vegetable,whiteonion,5921-topping-vegetable-whiteonion,Y,#N/A,1.5,0.25,0.1,1,3,Common,,,,.
5922,topping-vegetable,whiteonion,5922-topping-vegetable-whiteonion,Y,#N/A,2,0.3333333333,0.1,1,2,Uncommon,,,,.
5923,topping-vegetable,whiteonion,5923-topping-vegetable-whiteonion,Y,#N/A,2,0.3333333333,0.1,1,2,Uncommon,,,,.
5924,topping-vegetable,whiteonion,5924-topping-vegetable-whiteonion,Y,#N/A,3.5,0.5833333333,0.1,1,1,Rare,,,,.
5925,topping-vegetable,whiteonion,5925-topping-vegetable-whiteonion,Y,#N/A,3.5,0.5833333333,0.1,1,1,Rare,,,,.
6000,topping-seafood,shrimp,6000-topping-seafood-shrimp,Y,#N/A,2.5,0.4166666667,0.25,12,16,uncommon,rare,,These little crustatians pack a big flavor when put on your Rare Pizza. - DS,.
6001,topping-seafood,shrimp,6001-topping-seafood-shrimp,Y,782x782,2.5,0.4166666667,0.25,12,16,rare,,,These little crustatians pack a big flavor when put on your Rare Pizza. - DS,.
6002,topping-seafood,shrimp,6002-topping-seafood-shrimp,Y,#N/A,2.5,0.4166666667,0.25,12,16,epic,,,These little crustatians pack a big flavor when put on your Rare Pizza. - DS,.
6010,topping-seafood,anchovies,6010-topping-seafood-anchovies,Y,#N/A,3.5,0.5833333333,0.35,8,10,common,rare,,RARE,.
6011,topping-seafood,anchovies,6011-topping-seafood-anchovies,Y,#N/A,3.5,0.5833333333,0.35,8,10,rare,,,RARE,.
6020,topping-seafood,lobster,6020-topping-seafood-lobster,Y,899x1600,3,0.5,0.15,10,12,common,epic,,Snappy,.
6021,topping-seafood,lobster,6021-topping-seafood-lobster,Y,2048x2048,8.5,1.416666667,0.5,1,1,rare,,,Snappy,.
6030,topping-seafood,scallop,6030-topping-seafood-scallop,Y,#N/A,1.75,0.2916666667,0.25,16,24,uncommon,rare,,,.
6031,topping-seafood,scallop,6031-topping-seafood-scallop,Y,#N/A,1.75,0.2916666667,0.25,16,24,uncommon,,,,.
6040,topping-seafood,salmon,6040-topping-seafood-salmon,Y,#N/A,4.5,0.75,0.25,6,8,common,common,,WIld Norweigian Salmon ,.
6041,topping-seafood,salmon,6041-topping-seafood-salmon,Y,#N/A,4.5,0.75,0.25,6,8,uncommon,,,WIld Norweigian Salmon ,.
6042,topping-seafood,salmon,6042-topping-seafood-salmon,Y,#N/A,4.5,0.75,0.25,6,8,epic,,,WIld Norweigian Salmon ,.
6050,topping-seafood,sardine,6050-topping-seafood-sardine,Y,#N/A,4,0.6666666667,0.4,8,10,common,rare,,,.
6051,topping-seafood,sardine,6051-topping-seafood-sardine,Y,#N/A,4,0.6666666667,0.4,8,10,common,,,,.
6052,topping-seafood,sardine,6052-topping-seafood-sardine,Y,#N/A,4,0.6666666667,0.4,8,10,common,,,,.
6060,topping-seafood,mermaids,6060-topping-seafood-mermaids,Y,#N/A,4.5,0.75,0.45,6,8,common,rare,,Enchanting and delicious,.
6061,topping-seafood,mermaids,6061-topping-seafood-mermaids,Y,#N/A,4.5,0.75,0.45,6,8,common,,,Enchanting and delicious,.
6062,topping-seafood,mermaids,6062-topping-seafood-mermaids,Y,#N/A,4.5,0.75,0.45,6,8,uncommon,,,Enchanting and delicious,.
6063,topping-seafood,mermaids,6063-topping-seafood-mermaids,Y,#N/A,4.5,0.75,0.45,6,8,uncommon,,,Enchanting and delicious,.
6064,topping-seafood,mermaids,6064-topping-seafood-mermaids,Y,#N/A,4.5,0.75,0.45,6,8,rare,,,Enchanting and delicious,.
6070,topping-seafood,pearl,6070-topping-seafood-pearl,Y,#N/A,2,0.3333333333,0.2,16,24,common,rare,,"Pearls created by Lindsay to make pizzas shine, bright and even luxury. ",.
6071,topping-seafood,pearl,6071-topping-seafood-pearl,Y,#N/A,2,0.3333333333,0.2,16,24,common,,,"Pearls created by Lindsay to make pizzas shine, bright and even luxury. ",.
6072,topping-seafood,pearl,6072-topping-seafood-pearl,Y,#N/A,2,0.3333333333,0.2,16,24,uncommon,,,"Pearls created by Lindsay to make pizzas shine, bright and even luxury. ",.
6073,topping-seafood,pearl,6073-topping-seafood-pearl,Y,#N/A,2,0.3333333333,0.2,16,24,uncommon,,,"Pearls created by Lindsay to make pizzas shine, bright and even luxury. ",.
6074,topping-seafood,pearl,6074-topping-seafood-pearl,Y,#N/A,2,0.3333333333,0.2,16,24,rare,,,"Pearls created by Lindsay to make pizzas shine, bright and even luxury. ",.
